Country,七股區,下營區,大內區,山上區,中西區,仁德區,六甲區,北區,左鎮區,永康區,玉井區,白河區,安平區,安定區,安南區,西港區,佳里區,官田區,東山區,東區,南化區,南區,後壁區,柳營區,將軍區,麻豆區,善化區,新化區,新市區,新營區,楠西區,學甲區,龍崎區,歸仁區,關廟區,鹽水區
0,17,14,9,6,3307,250,14,5458,10,2416,13,7,787,44,1687,17,61,20,1,2501,8,3186,5,17,6,49,79,101,56,101,8,24,1,134,32,15
